"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Video watermarking using quantized coefficients and motion vectors analysis","P. Amirjan; A. Mansouri","Department of Engineering, Kharazmi University, Tehran, Iran; Department of Engineering, Kharazmi University, Tehran, Iran","2017 Iranian Conference on Electrical Engineering (ICEE)","20 Jul 2017","2017","","","1560","1563","Most of the compressed domain watermarking algorithms embed the watermark in I-frames since these frames provide higher capacity. In contrast, P-frames are highly compressed and therefore have less capacity. However, P-frames occur more frequently; thus, for applicable video watermarking it is desirable to exploit P-frames too. This paper explores the capacity of P-frames for watermark embedding utilizing just the syntactic elements of the compressed video. The limited level of robustness and quality degradations are some of the main challenges in embedding the watermark in P-frames. In the proposed method, the motion information of the video sequences is analyzed to find appropriate selections; then, nonzero quantized residuals are utilized for watermark embedding. Our results show that embedding a limited number of bits with a higher degree of robustness can be performed by analyzing motion information.","","978-1-5090-5963-8","10.1109/IranianCEE.2017.7985292","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7985292","watermarking;motion vectors;quantized coefficients","Watermarking;Robustness;Degradation;Syntactics;Electrical engineering;Video sequences","compressed sensing;video watermarking","compressed domain watermarking algorithms;video watermarking;quantized coefficients;motion vectors analysis;P-frames","","2","","12","","20 Jul 2017","","","IEEE","IEEE Conferences"
"Density-Dependent Quantized Least Squares Support Vector Machine for Large Data Sets","S. Nan; L. Sun; B. Chen; Z. Lin; K. -A. Toh","School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; Institute of Artificial Intelligence and Robotics, Xi’an Jiaotong University, Xi’an, China; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical and Electronic Engineering, Yonsei University, Seoul, Korea","IEEE Transactions on Neural Networks and Learning Systems","20 May 2017","2017","28","1","94","106","Based on the knowledge that input data distribution is important for learning, a data density-dependent quantization scheme (DQS) is proposed for sparse input data representation. The usefulness of the representation scheme is demonstrated by using it as a data preprocessing unit attached to the well-known least squares support vector machine (LS-SVM) for application on big data sets. Essentially, the proposed DQS adopts a single shrinkage threshold to obtain a simple quantization scheme, which adapts its outputs to input data density. With this quantization scheme, a large data set is quantized to a small subset where considerable sample size reduction is generally obtained. In particular, the sample size reduction can save significant computational cost when using the quantized subset for feature approximation via the Nyström method. Based on the quantized subset, the approximated features are incorporated into LS-SVM to develop a data density-dependent quantized LS-SVM (DQLS-SVM), where an analytic solution is obtained in the primal solution space. The developed DQLS-SVM is evaluated on synthetic and benchmark data with particular emphasis on large data sets. Extensive experimental results show that the learning machine incorporating DQS attains not only high computational efficiency but also good generalization performance.","2162-2388","","10.1109/TNNLS.2015.2504382","National Natural Science Foundation of China(grant numbers:61372152); 973 Program(grant numbers:2015CB351703); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7358151","Data density dependence;large data;sparse representation;support vector machine (SVM);vector quantization","Kernel;Support vector machines;Function approximation;Quantization (signal);Training;Computational efficiency","Big Data;learning (artificial intelligence);least squares approximations;support vector machines","sparse input data representation;data preprocessing unit;least squares support vector machine;Big Data sets;single shrinkage threshold;quantization scheme;input data density;considerable sample size reduction;feature approximation;Nyström method;data density-dependent quantized LS-SVM;DQLS-SVM;primal solution space;synthetic data;benchmark data;learning machine;computational efficiency;generalization performance;data density-dependent quantization scheme;learning;input data distribution;large data sets;density-dependent quantized least squares support vector machine","","37","","46","IEEE","17 Dec 2015","","","IEEE","IEEE Journals"
"Performance analysis of signal detection using quantized received signals of linear vector channel","K. Nakamura; T. Tanaka","Department of Systems Science, Graduate School of Informatics, Kyoto University, Kyoto, Japan; Department of Systems Science, Graduate School of Informatics, Kyoto University, Kyoto, Japan","2008 International Symposium on Information Theory and Its Applications","28 Apr 2009","2008","","","1","5","Performance analysis of optimal signal detection using quantized received signals of a linear vector channel, which is an extension of code-division multiple-access (CDMA) or multiple-input multiple-output (MIMO) channels, in the large system limit, is presented in this paper. An optimal detector is one that uses a true channel model, true prior distribution of input signals, and perfect knowledge about quantization. Applying replica method developed in statistical mechanics, we show that, in the case of a noiseless channel, the optimal detector has perfect detection ability under certain conditions, and that for a noisy channel, a coarse quantization can provides near optimal performance obtained by the optimal detector without quantization.","","978-1-4244-2068-1","10.1109/ISITA.2008.4895472","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4895472","","Performance analysis;Signal detection;Vectors;Quantization;Multiaccess communication;MIMO;Detectors;Signal processing;AWGN;Analog-digital conversion","code division multiple access;MIMO communication;quantisation (signal);radio receivers;signal detection;statistical analysis;vectors;wireless channels","performance analysis;optimal signal detection;quantized received signal;linear vector channel;code-division multiple-access;multiple-input multiple-output channel;replica method;statistical mechanics","","7","","12","","28 Apr 2009","","","IEEE","IEEE Conferences"
"On development deep neural network speech synthesis using vector quantized acoustical feature for isolated bahasa Indonesia words","T. T. Manunggal; D. Arifianto","Department of Engineering Physics, Institut Teknologi Sepuluh Nopember, Surabaya, INDONESIA; Department of Engineering Physics, Institut Teknologi Sepuluh Nopember, Surabaya, INDONESIA","2016 Conference of The Oriental Chapter of International Committee for Coordination and Standardization of Speech Databases and Assessment Techniques (O-COCOSDA)","4 May 2017","2016","","","105","109","Speech representation and transformation using adaptive interpolation of weighted spectrum (STRAIGHT) is well known as high quality vocoder-and-synthesizer method for both voice recognition and speech synthesis. Especially on speech synthesis, choosing STRAIGHT is reasonable scheme to produce good speech sound. A problem appears when relating linguistic feature and STRAIGHT with high dimensional acoustical feature that is modelled by the neural network. The computational cost rises too high and becomes inefficient to be used as neural network output feature. VQ approximates aperiodicity and smoothed spectrum parameter on to a numbers of centroid vectors. This paper examines scenario to reduce the computational cost yet the quality remains good using vector quantization (VQ) method. Experimental results show that VQ based Speech Synthesis produce nearly inaudible distortion with DMOS at about 3.82 on the synthesized speech.","2472-7695","978-1-5090-3516-8","10.1109/ICSDA.2016.7918993","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7918993","speech synthesis;bahasa;deep neural network;vector quantization","Speech;Neural networks;Hidden Markov models;Training;Databases;Computer architecture;Speech synthesis","natural language processing;neural nets;speech synthesis;vector quantisation","deep neural network speech synthesis;vector quantized acoustical feature;high quality vocoder-and-synthesizer method;voice recognition;speech synthesis;speech sound;linguistic feature;high dimensional acoustical feature;aperiodicity;smoothed spectrum parameter;centroid vectors;VQ based speech synthesis;inaudible distortion;DMOS","","1","","13","","4 May 2017","","","IEEE","IEEE Conferences"
"Codebook organization to enhance maximum a posteriori detection of progressive transmission of vector quantized images over noisy channels","R. Y. Wang; E. A. Riskin; R. Ladner","Departments of Electrical Engineering and Computer Science and Engineering, University of Washington, Seattle, WA, USA; Departments of Electrical Engineering and Computer Science and Engineering, University of Washington, Seattle, WA, USA; Departments of Electrical Engineering and Computer Science and Engineering, University of Washington, Seattle, WA, USA","1993 IEEE International Conference on Acoustics, Speech, and Signal Processing","6 Aug 2002","1993","5","","233","236 vol.5","The authors describe a new way to organize a full search vector quantization codebook so that images encoded with it can be sent progressively and have immunity against channel noise. Due to the codebook organization, the most significant bits (MSBs) of the codeword index are most important to the overall image quality and are highly correlated. Simulations show that the effective channel error rates of the MSBs can be substantially lowered by implementing a maximum a posteriori (MAP) detector similar to one suggested by N. Phamdo and N. Farvardin (1992). The performance of the scheme is close to that of pseudo-Gray coding at low bit error rates and outperforms it at higher error rates.<>","1520-6149","0-7803-0946-4","10.1109/ICASSP.1993.319790","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=319790","","Image coding;Vector quantization;Error analysis;Detectors;Error correction;Bit error rate;Image quality;Image communication;Decoding;Image reconstruction","image coding;search problems;telecommunication channels;vector quantisation","maximum a posteriori detector;vector quantized images;full search vector quantization codebook;channel noise;codebook organization;effective channel error rates;performance","","6","3","6","","6 Aug 2002","","","IEEE","IEEE Conferences"
"An adaptive vector quantized flexible precoder for a dynamic continuous frequency selective mobile channel","J. P. Meehan; A. D. Fagan","Philips Research, Briarcliff Manor, NY, USA; Philips Research, Briarcliff Manor, NY, USA","IEEE Communications Letters","6 Aug 2002","2000","4","6","196","198","Bandwidth efficient techniques are required to satisfy the demand for future public mobile radio communication systems. Precoding is a nonlinear pre-equalization technique that provides equalization equivalent to a decision-feedback equalizer (DFE) while not being affected by coding. Precoding is shown to be better than conventional equalization over a digital mobile channel that is dynamic in its characteristics. A novel precoding vector quantization scheme is applied to the prediction filter in the precoder and is shown to provide comparable results to the LMS adaptation algorithm while reducing the overheads.","1558-2558","","10.1109/4234.848411","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=848411","","Frequency;Decision feedback equalizers;Filters;Land mobile radio;Bandwidth;Constellation diagram;Vector quantization;Least squares approximation;Bit rate;Radio transmitters","adaptive codes;vector quantisation;land mobile radio;digital radio;prediction theory;filtering theory;Rayleigh channels;multipath channels;adaptive signal processing","adaptive vector quantized flexible precoder;dynamic continuous frequency selective mobile channel;bandwidth efficient techniques;public mobile radio communication systems;nonlinear pre-equalization;decision-feedback equalizer;DFE;digital mobile channel;dynamic channel characteristics;precoding vector quantization;prediction filter;LMS adaptation algorithm;overhead reduction;VQ;Rayleigh fading;multipath channel","","1","1","12","","6 Aug 2002","","","IEEE","IEEE Journals"
"Optimum design of vector-quantized subband codecs","Innho Jee","School of Electronics, Electrical and Computer Engineering, Hongik University, Chochiwon, ChungNam, South Korea","Proceedings of International Conference on Image Processing","6 Aug 2002","1997","2","","602","605 vol.2","The subband coding method holds a preeminent position for image compression. The discrete version of the wavelet transform is closely related to dyadic subband filter banks which have been used in image processing. Subband coding and vector quantization have been shown to be effective methods for coding images at low bit rates. We compute the mean squared reconstruction error (MSE) which depends on N, the number of the entries in each codebook, and k the length of each codeword (that is, the average bit rate) and on the subband filter bank coefficients. We form this MSE measure in terms of the equivalent quantization model and find the optimum FIR filter coefficients for each equivalent channel in the subband structure for a given bit rate, given filter length, and given input signal correlation model. Specific design examples are shown for 4-tap filter paraunitary filter bank structure. Theoretical results are confirmed by extensive Monte Carlo simulation.","","0-8186-8183-7","10.1109/ICIP.1997.638843","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=638843","","Codecs;Filter bank;Image coding;Bit rate;Finite impulse response filter;Discrete wavelet transforms;Channel bank filters;Image processing;Vector quantization;Image reconstruction","image coding;vector quantisation;FIR filters;video codecs;wavelet transforms;filtering theory;Monte Carlo methods","vector-quantized subband codecs;optimum design;subband coding;image compression;vector quantization;low bit rate coding;mean squared reconstruction error;MSE measure;equivalent quantization model;optimum FIR filter coefficients;input signal correlation model;4-tap filter paraunitary filter bank structure;Monte Carlo simulation;dyadic subband filter banks","","","","12","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Feature based compression of vector quantized codebooks and data for optimal image compression","J. R. Knutson; C. Y. Choo","Department of Electrical Engineering, San Jose State University Foundation, San Jose, CA, USA; Department of Electrical Engineering, San Jose State University Foundation, San Jose, CA, USA","1993 IEEE International Symposium on Circuits and Systems (ISCAS)","6 Aug 2002","1993","","","691","693 vol.1","The Linde-Buzo-Gray (LBG) algorithm is a procedure in vector quantization. An attempt is made to compress the LBG codebook by simple feature-based clustering. The centroids of the resulting clusters form a reduced LBG codebook. The resulting reduced LBG codebook has almost identical SNR as the equivalent size original LBG codebook. Several other experimental results are presented which show that the above clustering technique may be applied directly to the original images in order to find an initial codebook for LBG codebook training, or to quickly generate an alternative codebook with comparable quality.<>","","0-7803-1281-3","10.1109/ISCAS.1993.393815","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=393815","","Image coding;Clustering algorithms;Vector quantization;Goniometers;Lifting equipment;Data compression;Algorithm design and analysis;Signal to noise ratio;Books","feature extraction;image coding;vector quantisation","Linde-Buzo-Gray algorithm;vector quantized codebooks;optimal image compression;LBG codebook;feature-based clustering;centroids;SNR;clustering technique;initial codebook","","","1","5","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Optimum design of vector-quantized subband codecs","Innho Jee; R. A. Haddaad","School of Electronics, Electrical and Computer Engineering, Hongik University, Chochiwon, ChungNam, South Korea; NA","IEEE Transactions on Signal Processing","6 Aug 2002","1998","46","8","2239","2243","This article provides an approach for representing an optimum vector quantizer by a scalar nonlinear gain-plus-additive noise model. The validity and accuracy of this analytic model is confirmed by comparing the calculated model quantization errors with actual simulation of the optimum Linde-Buzo-Gray (1980) vector quantizer. Using this model, we form an MSE measure of an M-band filter bank codec in terms of the equivalent scalar quantization model and find the optimum FIR filter coefficients for each channel in the M-band structure for a given bit rate, filter length, and input signal correlation model. Specific design examples are worked out for four-tap filters in the two-band paraunitary case. These theoretical results are confirmed by extensive Monte Carlo simulation.","1941-0476","","10.1109/78.705449","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=705449","","Codecs;Filter bank;Quantization;Finite impulse response filter;Bit rate;Channel bank filters;Length measurement;Image coding;HDTV;Image reconstruction","vector quantisation;codecs;noise;FIR filters;filtering theory;correlation methods;band-pass filters;coding errors","vector-quantized subband codecs;optimum design;optimum vector quantizer;scalar nonlinear gain-plus-additive noise;accuracy;analytic model;quantization errors;simulation;LBG vector quantizer;Linde-Buzo-Gray vector quantizer;MSE measure;M-band filter bank codec;scalar quantization model;optimum FIR filter coefficients;bit rate;filter length;input signal correlation model;four-tap filters;two-band paraunitary filter;Monte Carlo simulation;filter banks;code book design;VQ","","3","","11","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Robotic Grasp Detection By Learning Representation in a Vector Quantized Manifold","M. Mahajan; T. Bhattacharjee; A. Krishnan; P. Shukla; G. C. Nandi","Center of Intelligent Robotics, Indian Institute of Information Technology, Allahabad, Prayagraj, India; Center of Intelligent Robotics, Indian Institute of Information Technology, Allahabad, Prayagraj, India; Center of Intelligent Robotics, Indian Institute of Information Technology, Allahabad, Prayagraj, India; Center of Intelligent Robotics, Indian Institute of Information Technology, Allahabad, Prayagraj, India; Center of Intelligent Robotics, Indian Institute of Information Technology, Allahabad, Prayagraj, India","2020 International Conference on Signal Processing and Communications (SPCOM)","28 Aug 2020","2020","","","1","5","For a robot to perform complex manipulation tasks, it is necessary for it to have a good grasping ability. However, vision based robotic grasp detection is hindered by the unavailability of sufficient labelled data. Furthermore, the application of semi-supervised learning techniques to grasp detection is underexplored. In this paper, a semi-supervised learning based grasp detection approach has been presented, which models a discrete latent space using a Vector Quantized Variational AutoEncoder (VQ-VAE). To the best of our knowledge, this is the first time a Variational AutoEncoder (VAE) has been applied in the domain of robotic grasp detection. The VAE helps the model in generalizing beyond the Cornell Grasping Dataset (CGD) despite having a limited amount of labelled data by also utilizing the unlabelled data. This claim has been validated by testing the model on images, which are not available in the CGD. Along with this, we augment the Generative Grasping Convolutional Neural Network (GGCNN) architecture with the decoder structure used in the VQ-VAE model with the intuition that it should help to regress in the vector-quantized latent space. Subsequently, the model performs significantly better than the existing approaches which do not make use of unlabelled images to improve the grasp.","2474-915X","978-1-7281-8895-9","10.1109/SPCOM50965.2020.9179578","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9179578","Grasp Rectangle;Vector Quantized Variational AutoEncoder (VQ-VAE);Generative Grasp Convolutional Neural Network (GGCNN)","Task analysis;Training data;Grasping;Decoding;Robot kinematics;Data models","control engineering computing;convolutional neural nets;learning (artificial intelligence);manipulators;object detection;robot vision;vector quantisation","complex manipulation tasks;vision based robotic grasp detection;semisupervised learning techniques;vector quantized variational autoencoder;Cornell grasping dataset;VQ-VAE model;vector-quantized latent space;robotic grasp detection;learning representation;generative grasping convolutional neural network architecture","","3","","19","","28 Aug 2020","","","IEEE","IEEE Conferences"
"Vector-Quantized Space-Vector-Based Spread Spectrum Modulation Scheme for Multilevel Inverters Using the Principle of Oversampling ADC","B. Jacob; M. R. Baiju","College of Engineering Trivandrum, Thiruvananthapuram, India; College of Engineering Trivandrum, Thiruvananthapuram, India","IEEE Transactions on Industrial Electronics","11 Apr 2013","2013","60","8","2969","2977","A generalized space-vector-based spread spectrum modulation scheme for multilevel inverters is proposed in this paper. The proposed scheme uses the principle of sigma-delta modulation as applied to analog-to-digital converters (ADCs), based on the view that a multilevel converter could be interpreted as an oversampling ADC. The principle of vector quantization is utilized for quantizing the instantaneous reference voltage space vector in the proposed space-vector-based sigma-delta converter. The switching vectors of the inverter are naturally selected without sector identification, ensuring optimum switching sequence under all conditions including the overmodulation region. As the sigma-delta converter results in a randomly varying switching frequency, the proposed scheme has spread spectrum characteristics. To avoid fractional arithmetic, a 60° coordinate system is used to represent the space vector in this paper. The proposed scheme can be used for any general n -level inverter, and experimental results are presented for four-, five-, and six-level inverters, driving a 2-hp three-phase induction motor in an open-end winding configuration. The experimental results of the proposed scheme are compared with the space-vector pulsewidth modulation (PWM) scheme and random PWM scheme.","1557-9948","","10.1109/TIE.2012.2202355","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6211411","Multilevel inverter;sigma–delta converter;space vector;spread spectrum;vector quantization","Vectors;Inverters;Switches;Sigma delta modulation;Aerospace electronics;Pulse width modulation","analogue-digital conversion;induction motors;machine windings;PWM invertors;PWM power convertors;sigma-delta modulation;switching convertors","random PWM scheme;space-vector pulsewidth modulation;open-end winding configuration;three-phase induction motor;randomly varying switching frequency;sigma-delta converter;switching vectors;instantaneous reference voltage space vector;vector quantization;oversampling ADC;analog-to-digital converters;sigma-delta modulation principle;multilevel inverters;space-vector-based spread spectrum modulation scheme","","21","","49","","4 Jun 2012","","","IEEE","IEEE Journals"
