"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Multi-Level-Denoising Autoencoder Approach for Wind Turbine Fault Detection","X. Wu; G. Jiang; X. Wang; P. Xie; X. Li","School of Electrical Engineering, Yanshan University, Qinhuangdao, China; School of Electrical Engineering, Yanshan University, Qinhuangdao, China; School of Electrical Engineering, Yanshan University, Qinhuangdao, China; School of Electrical Engineering, Yanshan University, Qinhuangdao, China; National Key Laboratory of Cognitive Neuroscience and Learning, Beijing Normal University, Beijing, China","IEEE Access","15 May 2019","2019","7","","59376","59387","The effective fault detection of wind turbines (WTs) can greatly help to improve their availability and reduce their operation and maintenance costs. In this context, data-driven fault detection approaches have attracted a lot of interests due to the availability of a large amount of monitoring sensor data containing rich information related to health conditions of WTs. However, sensor data collected from WTs are naturally multivariate and highly nonlinear correlated with redundant information and significantly contaminated measurement noise, which makes the WT fault detection more challenging. To this end, this paper develops a multivariate data-driven fault detection (MDFD) framework based on a recently emerged neural network algorithm named denoising autoencoder (DAE). Instead of using a single fixed noise level in the traditional DAE, a novel multi-level-denoising autoencoder (MLD-AE) method is proposed to enhance the representation learning ability by designing different multi-level noise adding schemes. The proposed MLD-AE could better discover useful patterns at multiple corrupted scales and capture nonlinear dependencies from noisy multivariate sensor data, therefore robustly reconstruct the original signal with the preserved largest information. The proposed framework and method are evaluated on both simulated data from a generic 5 MW WT benchmark and SCADA data from a real wind farm. The results demonstrate that our proposed MLD-AE-based fault detection approach significantly outperforms traditional DAE, AE, and linear PCA approaches, which has great potentials for practical applications in the wind industry.","2169-3536","","10.1109/ACCESS.2019.2914731","National Natural Science Foundation of China(grant numbers:61803329,51575472); Natural Science Foundation of Hebei Province(grant numbers:F2018203413,F2016203421); China Postdoctoral Science Foundation(grant numbers:2018M640247); Key Research and Development Program of Qinhuangdao(grant numbers:201805A005); Yanshan University(grant numbers:BL18040); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8705222","Wind turbines (WTs);fault detection;multivariate data-driven;denoising autoencoder (DAE);multi-level-denoising autoencoder (MLD-AE)","Fault detection;Monitoring;Noise level;Wind turbines;Noise measurement;Temperature sensors;Data models","fault diagnosis;image denoising;learning (artificial intelligence);neural nets;principal component analysis;SCADA systems;wind power plants;wind turbines","multilevel-denoising autoencoder approach;wind turbine fault detection;effective fault detection;maintenance costs;data-driven fault detection approaches;redundant information;measurement noise;WT fault detection;multivariate data-driven fault detection framework;single fixed noise level;traditional DAE;multiple corrupted scales;capture nonlinear dependencies;noisy multivariate sensor data;simulated data;wind farm;MLD-AE-based fault detection approach;linear PCA approaches;wind industry;multilevel-denoising autoencoder method;multilevel-denoising autoencoder method;multilevel noise;neural network algorithm;power 5.0 MW","","28","","35","OAPA","3 May 2019","","","IEEE","IEEE Journals"
"Image noise reduction by denoising autoencoder","L. Yasenko; Y. Klyatchenko; O. Tarasenko-Klyatchenko","Department of System Programming and Specialized Computer Systems, National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"", Kyiv, Ukraine; Department of System Programming and Specialized Computer Systems, National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"", Kyiv, Ukraine; Department of System Programming and Specialized Computer Systems, National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"", Kyiv, Ukraine","2020 IEEE 11th International Conference on Dependable Systems, Services and Technologies (DESSERT)","25 Jun 2020","2020","","","351","355","Neural networks are used in many tasks today. One of them is the images processing. Autoencoder is very popular neural networks for such problems. Denoising autoencoder is an important autoencoder because some tasks we need a preprocessed image to get less noisy result. This research describes ways to analyze noisy images produced by a physically-based render engine and how to reduce that noise. The results showed that the algorithms are logarithmic.","","978-1-7281-9957-3","10.1109/DESSERT50317.2020.9125027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9125027","render;noise;autoencoder;denoise;neural network","Training;Image processing;Conferences;Noise reduction;Neural networks;Rendering (computer graphics);Noise measurement","image denoising;neural nets;rendering (computer graphics)","image noise reduction;denoising autoencoder;neural networks;image processing;preprocessed image;noisy images;physically-based render engine","","3","","9","","25 Jun 2020","","","IEEE","IEEE Conferences"
"A performance evaluation of defect detection by using Denoising AutoEncoder Generative Adversarial Networks","K. Komoto; S. Nakatsuka; H. Aizawa; K. Kato; H. Kobayashi; K. Banno","Faculty of Engineering, Gifu University, Gifu, Japan; Faculty of Engineering, Gifu University, Gifu, Japan; Faculty of Engineering, Gifu University, Gifu, Japan; Faculty of Engineering, Gifu University, Gifu, Japan; N-TECH, 134 Toyo Aza Kawahara Yorocho Yorogun, Gifu, 503-1334, Japan; N-TECH, Gifu, Japan","2018 International Workshop on Advanced Image Technology (IWAIT)","31 May 2018","2018","","","1","4","In this paper, we discuss a method to detect defects in industrial products by using Denoising AutoEncoder Generative Adversarial Networks. In previous methods, a defective area is detected by restoring a defective product image which added an artificial defect to a non-defective product image by Denoising AutoEncoder (DAE). Therefore, a defective area is detected by subtracted image of them. We discuss whether further accuracy improvement is possible by introducing a framework of adversarial learning to DAE in order to restore a defective image to a non-defective image clearer.","","978-1-5386-2615-3","10.1109/IWAIT.2018.8369766","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8369766","Deep Learning;Denoising AutoEncoder;Adversarial Learning","Image restoration;Generators;Training;Gallium nitride;Plastic products;Noise reduction;Textiles","belief networks;image denoising;learning (artificial intelligence);pattern classification;production engineering computing","performance evaluation;defect detection;industrial products;defective area;defective product image;artificial defect;nondefective product image;adversarial learning;denoising autoencoder generative adversarial networks","","4","1","5","","31 May 2018","","","IEEE","IEEE Conferences"
"Anomaly MFL Signal Recovery based on Denoising Sparse Autoencoder","L. Jiang; J. Liu; X. Shen; J. Liu; X. Liu; B. Zhang; H. Xu","School of Information Science and Engineering, Northeastern University, Shenyang; School of Information Science and Engineering, Northeastern University, Shenyang; School of Information Science and Engineering, Northeastern University, Shenyang; School of Information Science and Engineering, Northeastern University, Shenyang; School of Information Science and Engineering, Northeastern University, Shenyang; Yanqianshan Branch, Ansteel Group Mining Co., Ltd., Anshan; School of Information Science and Engineering, Northeastern University, Shenyang","2021 33rd Chinese Control and Decision Conference (CCDC)","30 Nov 2021","2021","","","1956","1960","Abnormal signals in Magnetic Flux Leakage (MFL) signals seriously affect accurate assessment of pipeline health. To overcome this problem, this paper proposes a novel anomaly MFL signal recovery method based on denoise sparse autoencoder (DSAE). First, similar to the denoise autoencoder, the input of DSAE is the signals with anomalies, and the target signals are the complete signals. Second, relative entropy is added in the loss function as a penalty factor to improve the sparsity of the network. Finally, the proposed method is verified by comparison experiments. The results indicate that the method proposed in this paper is effective.","1948-9447","978-1-6654-4089-9","10.1109/CCDC52312.2021.9602163","National Key R&D Program of China(grant numbers:2017YFF0108800); National Natural Science Foundation of China(grant numbers:61473069,61627809); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9602163","Magnetic Flux Leakage (MFL);Anomaly signal recovery;Denoising sparse autoencoder (DSAE)","Magnetic flux leakage;Deconvolution;Convolution;Noise reduction;Pipelines;Feature extraction;Entropy","electrical engineering computing;entropy;feature extraction;magnetic flux;magnetic leakage;neural nets;signal denoising;signal reconstruction","denoising sparse autoencoder;abnormal signals;magnetic flux leakage signals;pipeline health assessment;novel anomaly MFL signal recovery method;DSAE;target signals;relative entropy;loss function;penalty factor","","","","10","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"A Denoising Autoencoder for Speaker Recognition. Results on the MCE 2018 Challenge","R. Font",Biometric Vox S.L.,"ICASSP 2019 - 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","16 Apr 2019","2019","","","6016","6020","We propose a Denoising Autoencoder (DAE) for speaker recognition, trained to map each individual ivector to the mean of all ivectors belonging to that particular speaker. The aim of this DAE is to compensate for inter-session variability and increase the discriminative power of the ivectors prior to PLDA scoring. We test the proposed approach on the MCE 2018 1st Multi-target speaker detection and identification Challenge Evaluation. This evaluation presents a call-center fraud detection scenario: given a speech segment, detect if it belongs to any of the speakers in a blacklist. We show that our DAE system consistently outperforms the usual LDA + PLDA pipeline, achieving a Top-S EER of 4.33% and Top-1 EER of 6.11% on the evaluation set, which represents a 45.6% error reduction with respect to the baseline system provided by organizers.","2379-190X","978-1-4799-8131-1","10.1109/ICASSP.2019.8683525","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8683525","MCE 2018 challenge;speaker recognition;blacklist detection;denoising autoencoder;speaker embeddings","Blacklisting;Training;Noise reduction;Speaker recognition;Task analysis;Computer architecture;Neural networks","fraud;signal denoising;speaker recognition;vectors","speaker recognition;ivectors;inter-session variability;discriminative power;PLDA scoring;call-center fraud detection scenario;DAE system;evaluation set;denoising autoencoder;multitarget speaker detection;LDA + PLDA pipeline;Top-S EER;Top-1 EER","","3","","18","","16 Apr 2019","","","IEEE","IEEE Conferences"
"Using Stacked Denoising Autoencoder for the Student Dropout Prediction","J. Y. Kuo; C. W. Pan; B. Lei","Computer Science and Information Engineering, National Taipei University of Technology, Taiwan; Computer Science and Information Engineering, National Taipei University of Technology, Taiwan; National-Regional Key Technology Engineering Laboratory for Medical Ultrasound, Guangdong Key Laboratory for Biomedical Measurements and Ultrasound Imaging, Shenzhen, China","2017 IEEE International Symposium on Multimedia (ISM)","1 Jan 2018","2017","","","483","488","This paper extended Stacked Denoising Autoencoder to build a deep neural network which initialized the weight of neural network through the encoder's weight and used Dropout to reduce the error rate in fine-tuning stage. The neural network used the information of students in recent years as input data to train neural network, and predicted the possibility of dropout on the students during the semester. The prediction result can be used to counseling and warning students which be dropout likely and then reduced the unnecessary resource of school.","","978-1-5386-2937-6","10.1109/ISM.2017.96","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8241662","Neural Network;Deep Learning;Unsupervised Feature Learning;Stacked Denoising Autoencoder","Multimedia communication;Machine learning;Noise reduction;Neural networks;Learning systems","belief networks;computer aided instruction;image denoising;learning (artificial intelligence);neural nets","Stacked Denoising Autoencoder;student Dropout prediction;deep neural network;encoder;fine-tuning stage;prediction result;counseling;warning students","","3","","9","","1 Jan 2018","","","IEEE","IEEE Conferences"
"Rolling Bearing Fault Diagnosis Method Based on Stacked Denoising Autoencoder and Convolutional Neural Network","Y. Wang; M. Han; W. Liu","School of Reliability and Systems Engineering, Beihang University, Beijing, P.R. China; School of Reliability and Systems Engineering, Beihang University, Beijing, P.R. China; School of Reliability and Systems Engineering, Beihang University, Beijing, P.R. China","2019 International Conference on Quality, Reliability, Risk, Maintenance, and Safety Engineering (QR2MSE)","5 Mar 2020","2019","","","833","838","The signal of rotating machine faults often exhibits strong nonlinearity and noise interference. Therefore. A fault diagnosis method towards non-stationary signal is proposed in this paper. A fault diagnosis model of combining stacked denoising autoencoder (SDAE) and convolutional neural network (CNN) is proposed to solve the problem of difficult classification under strong noise environment. First, the SDAE model is utilized to reduce noise interference from the original data set. Then the processed data set is input into the CNN model for fault classification. The validity of the fault diagnosis model has been verified by the case western reserve university (CWRU) bearing data. The effectiveness of the method has been verified by comparison with other models.","","978-1-7281-1427-9","10.1109/QR2MSE46217.2019.9021126","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9021126","rolling bearing fault diagnosis;stacked denoising autoencoder;convolutional neural network","Convolution;Fault diagnosis;Data models;Signal to noise ratio;Noise reduction;Training;Analytical models","convolutional neural nets;fault diagnosis;mechanical engineering computing;rolling bearings;signal classification;signal denoising","rolling bearing fault diagnosis method;stacked denoising autoencoder;convolutional neural network;machine faults;noise interference;fault diagnosis model;SDAE model;CNN model;fault classification;case western reserve university bearing data","","3","","9","","5 Mar 2020","","","IEEE","IEEE Conferences"
"A Degradation Indicator Construction Method for Aeroengine Lifetime Estimation based on Denoising Autoencoder","N. Yifan; S. Jingfeng","School of Management, Xi’an Polytechnic University, Xi’an, China; School of Management, Xi’an Polytechnic University, Xi’an, China","2019 IEEE 3rd Information Technology, Networking, Electronic and Automation Control Conference (ITNEC)","6 Jun 2019","2019","","","160","164","Degradation indicator construction is essential for the lifetime estimation process, since it provides useful indicator for lifetime estimation effectively. However, the degradation indicator is hard to constructed because of the complex relationships between various parameters. This paper proposes a degradation indicator construction method for aeroengine based on denoising autoencoder (DAE) algorithm. To make the degradation data can indicate the equipment operation state easily, the spearman correlation was adopted for the process of equipment operating state characterizing. Thus, the data smoothing method was used to smooth the degradation data, in order to make the prediction results of the equipment lifetime more accurate. Moreover, the degradation construction method was verified to predict the aeroengine lifetime by adopting the aeroengine degradation data provide by NASA datasets. The expected results of this construction method for degradation indicator based on parameter fusion has a lower mean-square error.","","978-1-5386-6243-4","10.1109/ITNEC.2019.8729233","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8729233","Denoising Autoencoder;Lifetime Estimation;Aeroengine;Degradation Indicator","Degradation;Fans;Training;Monitoring;Clustering algorithms;Estimation;Smoothing methods","aerospace computing;aerospace engines;signal denoising;smoothing methods","aeroengine lifetime estimation;degradation indicator construction method;data smoothing method;aeroengine degradation data;denoising autoencoder;spearman correlation;NASA datasets;parameter fusion","","","","13","","6 Jun 2019","","","IEEE","IEEE Conferences"
"Hyperspectral Target Detection with Hierarchical Denoising Autoencoder and Subspace Projection","Y. Shi; K. Wang; J. Li; Y. Li","State Key Laboratory of Integrated Services Networks, Xidian University, Xi'an, China; State Key Laboratory of Integrated Services Networks, Xidian University, Xi'an, China; State Key Laboratory of Integrated Services Networks, Xidian University, Xi'an, China; State Key Laboratory of Integrated Services Networks, Xidian University, Xi'an, China","2021 IEEE International Geoscience and Remote Sensing Symposium IGARSS","12 Oct 2021","2021","","","4404","4407","Target detection technique in hyperspectral imagery has been widely applied in various applications. However, its performance is severely limited by the useless interference contained in hyperspectral images (HSIs), mainly caused by the atmosphere, illumination, issues within the sensor itself, and some other factors. In this paper, we propose a hyperspectral target detector based on linear mixture model (LMM), which consists of three components. First, a hierarchical denoising autoencoder (HDAE) is specifically designed for redundant interference removal; then we apply an adaptive cluster approach to extract several representative background samples from the clean HSI; lastly, a target detector with subspace projection is developed for background suppression and target enhancement based on the clean HSI, representative background and prior-known target signatures. Experimental results on two real-world HSIs show the superiority of our proposed method, namely, the HDASP detector, comparing with other state-of-the-art target detection methods.","2153-7003","978-1-6654-0369-6","10.1109/IGARSS47720.2021.9553151","National Key Research and Development Program of China(grant numbers:2018AAA0102702,2018AAA0102702); 111 project(grant numbers:B08038); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9553151","Hierarchical denoising autoencoder;adaptively clustered background extraction;subspace projection;hyperspectral target detection","Atmospheric modeling;Noise reduction;Lighting;Geoscience and remote sensing;Object detection;Detectors;Interference","geophysical image processing;hyperspectral imaging;image denoising;object detection","hyperspectral target detection;hierarchical denoising autoencoder;subspace projection;target detection technique;hyperspectral imagery;useless interference;hyperspectral images;hyperspectral target detector;linear mixture model;redundant interference removal;adaptive cluster approach;representative background samples;clean HSI;background suppression;target enhancement;prior-known target signatures;real-world HSIs;HDASP detector;state-of-the-art target detection methods","","","","9","","12 Oct 2021","","","IEEE","IEEE Conferences"
"Comparing AutoEncoder Variants for Real-Time Denoising of Hyperspectral X-Ray","N. Bonettini; C. A. Gonano; P. Bestagini; M. Marcon; B. Garavelli; S. Tubaro","Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy; Xnext S.p.A., Milan, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy; Xnext S.p.A., Milan, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy","IEEE Sensors Journal","14 Sep 2022","2022","22","18","17997","18007","Hyperspectral X-ray analysis is used in many industrial pipelines, from quality control to detection of low-density contaminants in food. Unfortunately, the signal acquired by X-ray sensors is often affected by a great amount of noise. This hinders the performance of most of the applications building on top of these acquisitions (e.g., detection of food contaminants). Therefore, a good denoising pipeline is necessary. This article proposes a comparison between three different AutoEncoder variants: the Variational AutoEncoder, the Augmented AutoEncoder, and a plain vanilla AutoEncoder. All the networks are trained in an unsupervised fashion to denoise a given noisy spectrum. Focusing on the specific application of recognizing possible food contaminants, we force the latent space of the networks to have just two parameters, as suggested by the physical law of Lambert–Beer. We validate our experiments on a synthetic dataset composed of roughly 15 million spectra. Results suggest that the Augmented AutoEncoder is the best network configuration for this task, showing excellent performance without suffering from the nondeterministic behavior of the Variational AutoEncoder.","1558-1748","","10.1109/JSEN.2022.3195038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9850976","AutoEncoder;denoising;hyperspectral X-ray","Noise reduction;Sensors;X-ray imaging;Hyperspectral imaging;Noise measurement;Photonics;Plastics","contamination;data reduction;feature extraction;image classification;image denoising;learning (artificial intelligence);neural nets;pipelines;quality control;signal denoising","Augmented AutoEncoder;network configuration;Variational AutoEncoder;real-time denoising;hyperspectral X-ray analysis;industrial pipelines;quality control;low-density contaminants;X-ray sensors;applications building;good denoising pipeline;different AutoEncoder variants;plain vanilla AutoEncoder;unsupervised fashion;given noisy spectrum;possible food contaminants","","","","40","IEEE","4 Aug 2022","","","IEEE","IEEE Journals"
"Noise Reduction in ECG Signals Using Fully Convolutional Denoising Autoencoders","H. -T. Chiang; Y. -Y. Hsieh; S. -W. Fu; K. -H. Hung; Y. Tsao; S. -Y. Chien","Graduate Institute of Electrical Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Electrical Engineering, National Taiwan University, Taipei, Taiwan; Research Center for Information Technology Innovation, Academia Sinica, Taipei, Taiwan; Research Center for Information Technology Innovation, Academia Sinica, Taipei, Taiwan; Research Center for Information Technology Innovation, Academia Sinica, Taipei, Taiwan; Graduate Institute of Electrical Engineering, National Taiwan University, Taipei, Taiwan","IEEE Access","20 May 2019","2019","7","","60806","60813","The electrocardiogram (ECG) is an efficient and noninvasive indicator for arrhythmia detection and prevention. In real-world scenarios, ECG signals are prone to be contaminated with various noises, which may lead to wrong interpretation. Therefore, significant attention has been paid on denoising of ECG for accurate diagnosis and analysis. A denoising autoencoder (DAE) can be applied to reconstruct the clean data from its noisy version. In this paper, a DAE using the fully convolutional network (FCN) is proposed for ECG signal denoising. Meanwhile, the proposed FCN-based DAE can perform compression with regard to the DAE architecture. The proposed approach is applied to ECG signals from the MIT-BIH Arrhythmia database and the added noise signals are obtained from the MIT-BIH Noise Stress Test database. The denoising performance is evaluated using the root-mean-square error (RMSE), percentage-root-mean-square difference (PRD), and improvement in signal-to-noise ratio (SNRimp). The results of the experiments conducted on noisy ECG signals of different levels of input SNR show that the FCN acquires better performance as compared to the deep fully connected neural network- and convolutional neural network-based denoising models. Moreover, the proposed FCN-based DAE reduces the size of the input ECG signals, where the compressed data is 32 times smaller than the original. The results of the study demonstrate the superiority of FCN in denoising, with lower RMSE and PRD, as well as higher SNRimp. According to the results, we believe that the proposed FCN-based DAE has a good application prospect in clinical practice.","2169-3536","","10.1109/ACCESS.2019.2912036","Ministry of Science and Technology, Taiwan(grant numbers:MOST 107-2633-E-002-001,MOST 107-2221-E-001-012-MY2,MOST 106-2221-E-001-017-MY2); National Taiwan University(grant numbers:NTU-107L104039); Intel Corporation; Delta; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8693790","Electrocardiography;signal denoising;artificial neural networks;denoising autoencoders;fully convolutional network","Electrocardiography;Noise reduction;Convolution;Decoding;Noise measurement;Databases;Signal to noise ratio","convolutional neural nets;electrocardiography;mean square error methods;medical signal processing;signal denoising","MIT-BIH Arrhythmia database;denoising performance;percentage-root-mean-square difference;signal-to-noise ratio;noisy ECG signals;deep fully connected neural network;noise reduction;MIT-BIH noise stress test database;DAE architecture;ECG signal denoising;fully convolutional network;denoising autoencoder;arrhythmia detection;convolutional denoising autoencoders;input ECG signals;FCN-based DAE;convolutional neural network-based denoising","","69","","36","OAPA","18 Apr 2019","","","IEEE","IEEE Journals"
