"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Predictive Vector Quantized Variational AutoEncoder for Spectral Envelope Quantization","T. Srikotr; K. Mano","Division of Functional Control System, Graduate School of Engineering and Science, Shibaura Institute of Technology, Japan; Division of Functional Control System, Graduate School of Engineering and Science, Shibaura Institute of Technology, Japan","2020 International Conference on Electronics, Information, and Communication (ICEIC)","2 Apr 2020","2020","","","1","4","The Predictive Vector Quantized Variational AutoEncoder is proposed to improve the reconstruction error of the conventional VQ-VAE. The proposed model can predict the current data from the previous data. The performance of the quantized spectral envelope parameters of the high-quality 48 kHz WORLD vocoder is evaluated. The results indicate that the Predictive Vector Quantized Variational AutoEncoder has a lower distortion with four target bitrates in term of log-spectral distortion, compared with the conventional VQ-VAE.","","978-1-7281-6289-8","10.1109/ICEIC49074.2020.9051233","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9051233","predictive vector quantization;spectral envelope;vector quantized variational autoencoder;WORLD vocoder","Vocoders;Vector quantization;Bit rate;Predictive models;Distortion;Data models","audio coding;distortion;spectral analysis;vector quantisation;vocoders","VQ-VAE;spectral envelope quantization;quantized spectral envelope parameters;predictive vector quantized variational autoencoder;reconstruction error;WORLD vocoder;log-spectral distortion;frequency 48.0 kHz","","1","","12","","2 Apr 2020","","","IEEE","IEEE Conferences"
"A method for generating power data samples based on variational autoencoders","J. Sun; C. Hu; Q. Sun; P. Wang; C. Zhang; R. Lu","Information and Communication Branch of State Grid Anhui Electric Power Co., Ltd., Hefei, China; Information and Communication Branch of State Grid Anhui Electric Power Co., Ltd., Hefei, China; Information and Communication Branch of State Grid Anhui Electric Power Co., Ltd., Hefei, China; Information and Communication Branch of State Grid Anhui Electric Power Co., Ltd., Hefei, China; Information and Communication Branch of State Grid Anhui Electric Power Co., Ltd., Hefei, China; Information and Communication Branch of State Grid Anhui Electric Power Co., Ltd., Hefei, China","2022 IEEE 10th Joint International Information Technology and Artificial Intelligence Conference (ITAIC)","3 Aug 2022","2022","10","","1743","1747","The gradual application of artificial intelligence has a significant impact on the production efficiency and technological change of the industry. Due to the difficulty of sample collection, high cost, and personal privacy, traditional industries face the problems of small samples and unbalanced data when conducting deep learning. Existing There is a problem that the generation effect cannot take into account the generality and rationality of the sample expansion method of. Therefore, a sample expansion algorithm based on the semantic extraction of the latent variable of the variational autoencoder is proposed, and the weight of the neural network is used as the input feature and the latent variable. Correlation measurement, obtain the dependency between input features and variational autoencoder latent variables, provide an important basis for assigning semantics to latent variables, realize explicit control of different dimensions of latent variables, and generate data that satisfies the overall distribution and is not included in the original training set. Samples. The results of sample expansion of the power grid database show that this method can effectively generate samples of specific attributes, and can solve the problem of small samples and unbalanced data to a certain extent.","2693-2865","978-1-6654-2207-9","10.1109/ITAIC54216.2022.9836739","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9836739","variational autoencoder;semantic refinement;virtual sample generation;small sample data;imbalanced data","Training;Industries;Weight measurement;Semantics;Refining;Production;Feature extraction","data handling;learning (artificial intelligence);neural nets;power engineering computing","power data samples;artificial intelligence;production efficiency;personal privacy;deep learning;sample expansion method;sample expansion algorithm;semantic extraction;latent variable;power grid database;variational autoencoder;correlation measurement","","","","17","IEEE","3 Aug 2022","","","IEEE","IEEE Conferences"
"A Conditional Variational Autoencoder Algorithm for Reconstructing Defect Data of Magnetic Flux Leakage","S. Lu; J. Wu; J. Zhang","School of Information Science and Engineering, Northeastern University, Shenyang, P. R. China; Liaoning Provincial Institute of Measurement, Shenyang, P. R. China; School of Information Science and Engineering, Northeastern University, Shenyang, P. R. China","2020 Chinese Control And Decision Conference (CCDC)","11 Aug 2020","2020","","","1246","1250","Magnetic flux leakage (MFL) testing is widely used in pipeline nondestructive testing. The acquisition quality of MFL signal is an important prerequisite for the accuracy of pipeline detection and evaluation. However, data loss often occurs in the process of detection, due to the interference of external environmental factors. Therefore, it is important to reconstruct the missing data. This paper analyzes four types of MFL data loss, and presents a conditional variational autoencoder algorithm to reconstruct defect data of MFL for these types of loss. The algorithm effectiveness is tested by comparing with traditional variational autoencoder method. The results demonstrate that the proposed method can improve the accuracy of reconstructing defect data loss.","1948-9447","978-1-7281-5855-6","10.1109/CCDC49329.2020.9164107","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9164107","Magnetic Flux Leakage;Data Loss;Conditional Variational Autoencoder;Defect Data Reconstructing","Magnetic flux leakage;Pipelines;Decoding;Data models;Robot sensing systems;Image reconstruction;Voltage measurement","magnetic flux;magnetic leakage;nondestructive testing;pipelines","MFL data loss;conditional variational autoencoder algorithm;algorithm effectiveness;defect data loss;magnetic flux leakage testing;pipeline nondestructive testing;acquisition quality;MFL signal;pipeline detection;external environmental factors;missing data","","","","15","","11 Aug 2020","","","IEEE","IEEE Conferences"
"Variational Autoencoder based Latent Factor Decoding of Multichannel EEG for Emotion Recognition","X. Li; Z. Zhao; D. Song; Y. Zhang; C. Niu; J. Zhang; J. Huo; J. Li","Key Laboratory of Medical Artificial Intelligence, Shandong Computer Science Center, National Supercomputer Center in Jinan, Qilu University of Technology, Shandong Academy of Sciences, China; Key Laboratory of Medical Artificial Intelligence, Shandong Computer Science Center, National Supercomputer Center in Jinan, Qilu University of Technology, Shandong Academy of Sciences, China; School of Computer Science and Technology, Beijing Institute of Technology, China; Software Engineering College, Zhengzhou University of Light Industry, China; Key Laboratory of Medical Artificial Intelligence, Shandong Computer Science Center, National Supercomputer Center in Jinan, Qilu University of Technology, Shandong Academy of Sciences, China; School of Computer Science and Technology, Tianjin University, China; Key Laboratory of Medical Artificial Intelligence, Shandong Computer Science Center, National Supercomputer Center in Jinan, Qilu University of Technology, Shandong Academy of Sciences, China; Jiuquan Satellite Launch Center, China","2019 IEEE International Conference on Bioinformatics and Biomedicine (BIBM)","6 Feb 2020","2019","","","684","687","Robust cross-subject emotion recognition based on multichannel EEG has always been a hard work. In this work, we hypothesize there exists default brain variables across subjects in emotional processes. Hence, the states of the latent variables that related to emotional processing must contribute to building robust recognition models. We propose to utilize variational autoencoder (VAE) to determine the latent factors from the multichannel EEG. Through sequence modeling method, we examine the emotion recognition performance based on the learnt latent factors. The performance of the proposed methodology is verified on two public datasets (DEAP and SEED), and compared with traditional matrix factorization based (ICA) and autoencoder based (AE) approaches. Experimental results demonstrate that neural network is suitable for unsupervised EEG modeling and our proposed emotion recognition framework achieves the state-of-the-art performance. As far as we know, it is the first work that introduces VAE into multichannel EEG decoding for emotion recognition.","","978-1-7281-1867-3","10.1109/BIBM47256.2019.8983341","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8983341","Affective Computing;Latent Factor Decoding;Emotion Recognition;EEG;Variational Autoencoder","","electroencephalography;emotion recognition;feature extraction;medical signal processing;neural nets","variational autoencoder;multichannel EEG;emotional processing;emotion recognition;unsupervised EEG modeling;emotion recognition framework;latent factor decoding;neural network","","3","","9","","6 Feb 2020","","","IEEE","IEEE Conferences"
"Unsupervised Anomaly Video Detection via a Double-Flow ConvLSTM Variational Autoencoder","L. Wang; H. Tan; F. Zhou; W. Zuo; P. Sun","School of Instrumentation Science and Opto-Electronics Engineering, Beihang University, Beijing, China; Ji Hua Laboratory, Foshan, China; School of Instrumentation Science and Opto-Electronics Engineering, Beihang University, Beijing, China; School of Electrical Engineering, University of South China, Hengyang, China; School of Instrumentation Science and Opto-Electronics Engineering, Beihang University, Beijing, China","IEEE Access","2 May 2022","2022","10","","44278","44289","With the rapid increase of video surveillance points in the market in recent years, video anomaly detection has gained extensive attention in the security field. At present, the distribution of normal and anomalous data is unbalanced in unlabeled video data. Variational autoencoder (VAE), as one of the typical deep generative models, gets increasingly popular in unsupervised anomaly detection. However, this model is not good at processing time-series data, especially video data. In addition, the strong generalization ability which is over-reconstructing anomaly behavior of many autoencoder-based works leads to the missed anomaly detection. To solve these problems, in this paper, we present a double-flow convolutional long short-term memory variational autoencoder (DF-ConvLSTM-VAE) to model the probabilistic distribution of the normal video in an unsupervised learning scheme, and to reconstruct videos without anomaly objects for anomaly video detection. Experiments verify the effectiveness and competitiveness of our DF-ConvLSTM-VAE on multiple public benchmark datasets. In particular, our model achieves the state-of-the-art performance on anomalous event count.","2169-3536","","10.1109/ACCESS.2022.3165977","Ji Hua Laboratory of Guangdong Province, China(grant numbers:X200051UZ200); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9758677","Autoencoder;variational autoencoder;LSTM;ConvLSTM;anomaly detection","Image reconstruction;Anomaly detection;Data models;Feature extraction;Mathematical models;Unsupervised learning;Task analysis","convolutional neural nets;data handling;deep learning (artificial intelligence);statistical distributions;unsupervised learning;video signal processing;video surveillance","normal video;unsupervised learning;anomaly objects;DF-ConvLSTM-VAE;unsupervised anomaly video detection;double-flow ConvLSTM variational autoencoder;video surveillance;video anomaly detection;security field;normal data;anomalous data;unlabeled video data;unsupervised anomaly detection;time-series data processing;generalization ability;anomaly behavior;short-term memory variational autoencoder;probabilistic distribution;deep generative models;double-flow convolutional long short-term memory variational autoencoder","","","","48","CCBY","15 Apr 2022","","","IEEE","IEEE Journals"
"Unsupervised Speech Enhancement Using Dynamical Variational Autoencoders","X. Bie; S. Leglaive; X. Alameda-Pineda; L. Girin","Inria Grenoble Rhône-Alpes, Université Grenoble Alpes, Grenoble, France; CentraleSupélec, IETR (UMR CNRS 6164), Cesson-Sevigne, France; Inria Grenoble Rhône-Alpes, Université Grenoble Alpes, Grenoble, France; Univ. Grenoble Alpes, Grenoble-INP, CNRS, GIPSA-lab, Grenoble, France","IEEE/ACM Transactions on Audio, Speech, and Language Processing","28 Sep 2022","2022","30","","2993","3007","Dynamical variational autoencoders (DVAEs) are a class of deep generative models with latent variables, dedicated to model time series of high-dimensional data. DVAEs can be considered as extensions of the variational autoencoder (VAE) that include temporal dependencies between successive observed and/or latent vectors. Previous work has shown the interest of using DVAEs over the VAE for speech spectrograms modeling. Independently, the VAE has been successfully applied to speech enhancement in noise, in an unsupervised noise-agnostic set-up that requires neither noise samples nor noisy speech samples at training time, but only requires clean speech signals. In this paper, we extend these works to DVAE-based single-channel unsupervised speech enhancement, hence exploiting both speech signals unsupervised representation learning and dynamics modeling. We propose an unsupervised speech enhancement algorithm that combines a DVAE speech prior pre-trained on clean speech signals with a noise model based on nonnegative matrix factorization, and we derive a variational expectation-maximization (VEM) algorithm to perform speech enhancement. The algorithm is presented with the most general DVAE formulation and is then applied with three specific DVAE models to illustrate the versatility of the framework. Experimental results show that the proposed DVAE-based approach outperforms its VAE-based counterpart, as well as several supervised and unsupervised noise-dependent baselines, especially when the noise type is unseen during training.","2329-9304","","10.1109/TASLP.2022.3207349","ANR-3IA MIAI(grant numbers:ANR-19-P3IA-0003); ANR-JCJC ML3RI(grant numbers:ANR-19-CE33-0008-01); EC(grant numbers:GA #871245); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9894060","Speech enhancement;dynamical variational autoencoders;nonnegative matrix factorization;variational inference","Speech enhancement;Noise measurement;Training;Recording;Inference algorithms;Time-domain analysis;Time series analysis","expectation-maximisation algorithm;matrix decomposition;parameter estimation;speech enhancement;time series;unsupervised learning;vectors","speech spectrograms;unsupervised noise-agnostic set-up;noise samples;noisy speech samples;training time;clean speech signals;single-channel unsupervised speech enhancement;speech signals unsupervised representation learning;unsupervised speech enhancement algorithm;DVAE speech;noise model;variational expectation-maximization;general DVAE formulation;specific DVAE models;DVAE-based approach;VAE-based counterpart;supervised noise-dependent baselines;unsupervised noise-dependent baselines;noise type;dynamical variational autoencoders;deep generative models;latent variables;time series;high-dimensional data;variational autoencoder;successive observed vectors;latent vectors;VEM;variational expectation-maximization algorithm","","","","79","IEEE","16 Sep 2022","","","IEEE","IEEE Journals"
"Laughter synthesis: A comparison between Variational autoencoder and Autoencoder","N. Mansouri; Z. Lachiri","Signal, Image and Information Technology Research Laboratory LR-SITI National Engineering School of Tunis ENIT, Tunis El Manar University, Tunis, Tunisia; Signal, Image and Information Technology Research Laboratory LR-SITI National Engineering School of Tunis ENIT, Tunis El Manar University, Tunis, Tunisia","2020 5th International Conference on Advanced Technologies for Signal and Image Processing (ATSIP)","20 Oct 2020","2020","","","1","6","Laughter is one of the most famous non verbal sounds that human produce since birth, it conveys messages about our emotional state. These characteristics make it an important sound that should be studied in order to improve the human-machine interactions. In this paper we investigate the audio laughter generation process from its acoustic features. This suggested process is considered as an analysis-transformation synthesis benchmark based on unsupervised dimensionality reduction techniques: The standard autoencoder (AE) and the variational autoencoder (VAE). Therefore, the laughter synthesis methodology consists of transforming the extracted high-dimensional log magnitude spectrogram into a low-dimensional latent vector. This latent vector contains the most valuable information used to reconstruct a synthetic magnitude spectrogram that will be passed through a specific vocoder to generate the laughter waveform. We systematically, exploit the VAE to create new sound (speech-laugh) based on the interpolation process. To evaluate the performance of these models two evaluation metrics were conducted: objective and subjective evaluations.","2687-878X","978-1-7281-7513-3","10.1109/ATSIP49331.2020.9231607","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9231607","Laughter;audio generation;variational autoencoder;autoencoder;interpolation;objective and subjective evaluation","Mathematical model;Hidden Markov models;Databases;Computer architecture;Spectrogram;Decoding;Neural networks","acoustic signal processing;feature extraction;interpolation;vocoders","variational autoencoder;emotional state;human-machine interactions;audio laughter generation process;acoustic features;analysis-transformation synthesis benchmark;unsupervised dimensionality reduction techniques;standard autoencoder;VAE;laughter synthesis methodology;high-dimensional log magnitude spectrogram;low-dimensional latent vector;synthetic magnitude spectrogram;laughter waveform;interpolation process","","","","17","","20 Oct 2020","","","IEEE","IEEE Conferences"
"Exploring DNA Methylation Data of Lung Cancer Samples with Variational Autoencoders","Z. Wang; Y. Wang","School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China","2018 IEEE International Conference on Bioinformatics and Biomedicine (BIBM)","24 Jan 2019","2018","","","1286","1289","Lung cancer causes over one million deaths each year worldwide. DNA methylation is a well-defined epigenetics factor in genome data analyses for model training. In this article, we explore the applications of unsupervised deep learning method, variational autoencoders, using DNA methylation data of lung cancer samples downloaded from the GDC TCGA project and perform further work with latent features. We show the logistic regression classifier on the encoded latent features accurately classifies cancer subtypes.","","978-1-5386-5488-0","10.1109/BIBM.2018.8621365","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8621365","DNA methylation;lung cancer;variational autoencoder","Cancer;DNA;Lung;Tumors;Bioinformatics;Heating systems;Deep learning","biology computing;cancer;DNA;genetics;genomics;learning (artificial intelligence);lung;molecular biophysics;pattern classification;regression analysis;unsupervised learning","lung cancer samples;cancer subtypes;DNA methylation data;variational autoencoders;epigenetics factor;genome data analyses;unsupervised deep learning method;GDC TCGA project;latent features;logistic regression classifier","","10","","19","","24 Jan 2019","","","IEEE","IEEE Conferences"
"Observation of Human Response to a Robotic Guide Using a Variational Autoencoder","H. -S. Moon; J. Seo","School of Integrated Technology Y onsei University, Incheon, Korea; School of Integrated Technology Y onsei University, Incheon, Korea","2019 Third IEEE International Conference on Robotic Computing (IRC)","28 Mar 2019","2019","","","258","261","This paper proposes a robotic-guide system equipped with a haptic device that can deliver kinesthetic feedback to and receive kinesthetic reaction from a follower. In addition, a feature-extraction method from a depth image of a user following the robotic guide based on a variational autoencoder (VAE) model is presented. One of the major roles of a sensory assistive robot is to help visually impaired people to walk through unknown spaces while avoiding obstacles. Haptic sensory information can be used as a directional cue for these people in recognizing the correct direction. We focus on how people react to haptic guidance from the assistive robot because an accurate prediction for human response enables robots to perform a more active role in not interfering with the human movement. In an indoor experiment, we observed the user reaction following our robotic guide in terms of the kinesthetic force that the user received and the depth image taken from the robot. Using the VAE model, the latent variable well represented the feature of the depth image, e.g., brief position information of a user torso. Furthermore, we tracked the precise trajectory of both the user and robotic guide using a motion-capture system.","","978-1-5386-9245-5","10.1109/IRC.2019.00048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675594","assistive robot;human-robot interaction;haptic interface;variational autoencoder","Haptic interfaces;Force;Trajectory;Cameras;Robot vision systems","collision avoidance;feature extraction;force feedback;handicapped aids;haptic interfaces;image coding;robot vision","human response;robotic-guide system;kinesthetic reaction;depth image;variational autoencoder model;sensory assistive robot;haptic sensory information;indoor experiment;motion-capture system;feature-extraction method;visually impaired people","","7","","16","","28 Mar 2019","","","IEEE","IEEE Conferences"
"Deep Variational Autoencoder for Modeling Functional Brain Networks and ADHD Identification","N. Qiang; Q. Dong; Y. Sun; B. Ge; T. Liu","School of Physics and Information Technology, Shaanxi Normal University, Xi'an, China; Department of Computer Science, University of Georgia, GA, USA; School of Physics and Information Technology, Shaanxi Normal University, Xi'an, China; School of Physics and Information Technology, Shaanxi Normal University, Xi'an, China; Department of Computer Science, University of Georgia, GA, USA","2020 IEEE 17th International Symposium on Biomedical Imaging (ISBI)","22 May 2020","2020","","","554","557","In the neuroimaging and brain mapping communities, researchers have proposed a variety of computational methods and tools to learn functional brain networks (FBNs). Recently, it has already been proven that deep learning can be applied on fMRI data with superb representation power over traditional machine learning methods. Limited by the high-dimension of fMRI volumes, deep learning suffers from the lack of data and overfitting. Generative models are known to have intrinsic ability of modeling small dataset and a Deep Variational Autoencoder (DVAE) is proposed in this work to tackle the challenge of insufficient data and incomplete supervision. The FBNs learned from fMRI were examined to be interpretable and meaningful and it was proven that DVAE has better performance on neuroimaging dataset over traditional models. With an evaluation on ADHD-200 dataset, DVAE performed excellent on classification accuracies on 4 sites.","1945-8452","978-1-5386-9330-8","10.1109/ISBI45749.2020.9098480","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9098480","Resting-state fMRI;Variational Autoencoder;ADHD;Deep Learning;Generative Learning","Functional magnetic resonance imaging;Data models;Feature extraction;Brain modeling;Machine learning;Pipelines;Decoding","biomedical MRI;brain;learning (artificial intelligence);medical disorders;medical image processing;neurophysiology","generative models;deep learning suffers;fMRI volumes;high-dimension;traditional machine learning methods;superb representation power;fMRI data;FBNs;computational methods;brain mapping communities;ADHD identification;modeling functional brain networks;Deep Variational Autoencoder;ADHD-200 dataset;neuroimaging dataset;DVAE","","3","","10","","22 May 2020","","","IEEE","IEEE Conferences"
